Optimal Value and Policy:
Overs left Bowlers over 	wicketsleft optimal Value  Ploicy
1 		   [0, 0, 0, 0, 0]   1 			 0.0 			 -1
1 		   [0, 0, 0, 0, 1]   1 			 5.0 			 4
1 		   [0, 0, 0, 0, 2]   1 			 5.0 			 4
1 		   [0, 0, 0, 1, 0]   1 			 4.5 			 3
1 		   [0, 0, 0, 1, 1]   1 			 4.5 			 3
1 		   [0, 0, 0, 1, 2]   1 			 4.5 			 3
1 		   [0, 0, 0, 2, 0]   1 			 4.5 			 3
1 		   [0, 0, 0, 2, 1]   1 			 4.5 			 3
1 		   [0, 0, 0, 2, 2]   1 			 4.5 			 3
1 		   [0, 0, 1, 0, 0]   1 			 4.0 			 2
1 		   [0, 0, 1, 0, 1]   1 			 4.0 			 2
1 		   [0, 0, 1, 0, 2]   1 			 4.0 			 2
1 		   [0, 0, 1, 1, 0]   1 			 4.0 			 2
1 		   [0, 0, 1, 1, 1]   1 			 4.0 			 2
1 		   [0, 0, 1, 1, 2]   1 			 4.0 			 2
1 		   [0, 0, 1, 2, 0]   1 			 4.0 			 2
1 		   [0, 0, 1, 2, 1]   1 			 4.0 			 2
1 		   [0, 0, 1, 2, 2]   1 			 4.0 			 2
1 		   [0, 0, 2, 0, 0]   1 			 4.0 			 2
1 		   [0, 0, 2, 0, 1]   1 			 4.0 			 2
1 		   [0, 0, 2, 0, 2]   1 			 4.0 			 2
1 		   [0, 0, 2, 1, 0]   1 			 4.0 			 2
1 		   [0, 0, 2, 1, 1]   1 			 4.0 			 2
1 		   [0, 0, 2, 1, 2]   1 			 4.0 			 2
1 		   [0, 0, 2, 2, 0]   1 			 4.0 			 2
1 		   [0, 0, 2, 2, 1]   1 			 4.0 			 2
1 		   [0, 0, 2, 2, 2]   1 			 4.0 			 2
1 		   [0, 1, 0, 0, 0]   1 			 3.5 			 1
1 		   [0, 1, 0, 0, 1]   1 			 3.5 			 1
1 		   [0, 1, 0, 0, 2]   1 			 3.5 			 1
1 		   [0, 1, 0, 1, 0]   1 			 3.5 			 1
1 		   [0, 1, 0, 1, 1]   1 			 3.5 			 1
1 		   [0, 1, 0, 1, 2]   1 			 3.5 			 1
1 		   [0, 1, 0, 2, 0]   1 			 3.5 			 1
1 		   [0, 1, 0, 2, 1]   1 			 3.5 			 1
1 		   [0, 1, 0, 2, 2]   1 			 3.5 			 1
1 		   [0, 1, 1, 0, 0]   1 			 3.5 			 1
1 		   [0, 1, 1, 0, 1]   1 			 3.5 			 1
1 		   [0, 1, 1, 0, 2]   1 			 3.5 			 1
1 		   [0, 1, 1, 1, 0]   1 			 3.5 			 1
1 		   [0, 1, 1, 1, 1]   1 			 3.5 			 1
1 		   [0, 1, 1, 1, 2]   1 			 3.5 			 1
1 		   [0, 1, 1, 2, 0]   1 			 3.5 			 1
1 		   [0, 1, 1, 2, 1]   1 			 3.5 			 1
1 		   [0, 1, 1, 2, 2]   1 			 3.5 			 1
1 		   [0, 1, 2, 0, 0]   1 			 3.5 			 1
1 		   [0, 1, 2, 0, 1]   1 			 3.5 			 1
1 		   [0, 1, 2, 0, 2]   1 			 3.5 			 1
1 		   [0, 1, 2, 1, 0]   1 			 3.5 			 1
1 		   [0, 1, 2, 1, 1]   1 			 3.5 			 1
1 		   [0, 1, 2, 1, 2]   1 			 3.5 			 1
1 		   [0, 1, 2, 2, 0]   1 			 3.5 			 1
1 		   [0, 1, 2, 2, 1]   1 			 3.5 			 1
1 		   [0, 1, 2, 2, 2]   1 			 3.5 			 1
1 		   [0, 2, 0, 0, 0]   1 			 3.5 			 1
1 		   [0, 2, 0, 0, 1]   1 			 3.5 			 1
1 		   [0, 2, 0, 0, 2]   1 			 3.5 			 1
1 		   [0, 2, 0, 1, 0]   1 			 3.5 			 1
1 		   [0, 2, 0, 1, 1]   1 			 3.5 			 1
1 		   [0, 2, 0, 1, 2]   1 			 3.5 			 1
1 		   [0, 2, 0, 2, 0]   1 			 3.5 			 1
1 		   [0, 2, 0, 2, 1]   1 			 3.5 			 1
1 		   [0, 2, 0, 2, 2]   1 			 3.5 			 1
1 		   [0, 2, 1, 0, 0]   1 			 3.5 			 1
1 		   [0, 2, 1, 0, 1]   1 			 3.5 			 1
1 		   [0, 2, 1, 0, 2]   1 			 3.5 			 1
1 		   [0, 2, 1, 1, 0]   1 			 3.5 			 1
1 		   [0, 2, 1, 1, 1]   1 			 3.5 			 1
1 		   [0, 2, 1, 1, 2]   1 			 3.5 			 1
1 		   [0, 2, 1, 2, 0]   1 			 3.5 			 1
1 		   [0, 2, 1, 2, 1]   1 			 3.5 			 1
1 		   [0, 2, 1, 2, 2]   1 			 3.5 			 1
1 		   [0, 2, 2, 0, 0]   1 			 3.5 			 1
1 		   [0, 2, 2, 0, 1]   1 			 3.5 			 1
1 		   [0, 2, 2, 0, 2]   1 			 3.5 			 1
1 		   [0, 2, 2, 1, 0]   1 			 3.5 			 1
1 		   [0, 2, 2, 1, 1]   1 			 3.5 			 1
1 		   [0, 2, 2, 1, 2]   1 			 3.5 			 1
1 		   [0, 2, 2, 2, 0]   1 			 3.5 			 1
1 		   [0, 2, 2, 2, 1]   1 			 3.5 			 1
1 		   [0, 2, 2, 2, 2]   1 			 3.5 			 1
1 		   [1, 0, 0, 0, 0]   1 			 3.0 			 0
1 		   [1, 0, 0, 0, 1]   1 			 3.0 			 0
1 		   [1, 0, 0, 0, 2]   1 			 3.0 			 0
1 		   [1, 0, 0, 1, 0]   1 			 3.0 			 0
1 		   [1, 0, 0, 1, 1]   1 			 3.0 			 0
1 		   [1, 0, 0, 1, 2]   1 			 3.0 			 0
1 		   [1, 0, 0, 2, 0]   1 			 3.0 			 0
1 		   [1, 0, 0, 2, 1]   1 			 3.0 			 0
1 		   [1, 0, 0, 2, 2]   1 			 3.0 			 0
1 		   [1, 0, 1, 0, 0]   1 			 3.0 			 0
1 		   [1, 0, 1, 0, 1]   1 			 3.0 			 0
1 		   [1, 0, 1, 0, 2]   1 			 3.0 			 0
1 		   [1, 0, 1, 1, 0]   1 			 3.0 			 0
1 		   [1, 0, 1, 1, 1]   1 			 3.0 			 0
1 		   [1, 0, 1, 1, 2]   1 			 3.0 			 0
1 		   [1, 0, 1, 2, 0]   1 			 3.0 			 0
1 		   [1, 0, 1, 2, 1]   1 			 3.0 			 0
1 		   [1, 0, 1, 2, 2]   1 			 3.0 			 0
1 		   [1, 0, 2, 0, 0]   1 			 3.0 			 0
1 		   [1, 0, 2, 0, 1]   1 			 3.0 			 0
1 		   [1, 0, 2, 0, 2]   1 			 3.0 			 0
1 		   [1, 0, 2, 1, 0]   1 			 3.0 			 0
1 		   [1, 0, 2, 1, 1]   1 			 3.0 			 0
1 		   [1, 0, 2, 1, 2]   1 			 3.0 			 0
1 		   [1, 0, 2, 2, 0]   1 			 3.0 			 0
1 		   [1, 0, 2, 2, 1]   1 			 3.0 			 0
1 		   [1, 0, 2, 2, 2]   1 			 3.0 			 0
1 		   [1, 1, 0, 0, 0]   1 			 3.0 			 0
1 		   [1, 1, 0, 0, 1]   1 			 3.0 			 0
1 		   [1, 1, 0, 0, 2]   1 			 3.0 			 0
1 		   [1, 1, 0, 1, 0]   1 			 3.0 			 0
1 		   [1, 1, 0, 1, 1]   1 			 3.0 			 0
1 		   [1, 1, 0, 1, 2]   1 			 3.0 			 0
1 		   [1, 1, 0, 2, 0]   1 			 3.0 			 0
1 		   [1, 1, 0, 2, 1]   1 			 3.0 			 0
1 		   [1, 1, 0, 2, 2]   1 			 3.0 			 0
1 		   [1, 1, 1, 0, 0]   1 			 3.0 			 0
1 		   [1, 1, 1, 0, 1]   1 			 3.0 			 0
1 		   [1, 1, 1, 0, 2]   1 			 3.0 			 0
1 		   [1, 1, 1, 1, 0]   1 			 3.0 			 0
1 		   [1, 1, 1, 1, 1]   1 			 3.0 			 0
1 		   [1, 1, 1, 1, 2]   1 			 3.0 			 0
1 		   [1, 1, 1, 2, 0]   1 			 3.0 			 0
1 		   [1, 1, 1, 2, 1]   1 			 3.0 			 0
1 		   [1, 1, 1, 2, 2]   1 			 3.0 			 0
1 		   [1, 1, 2, 0, 0]   1 			 3.0 			 0
1 		   [1, 1, 2, 0, 1]   1 			 3.0 			 0
1 		   [1, 1, 2, 0, 2]   1 			 3.0 			 0
1 		   [1, 1, 2, 1, 0]   1 			 3.0 			 0
1 		   [1, 1, 2, 1, 1]   1 			 3.0 			 0
1 		   [1, 1, 2, 1, 2]   1 			 3.0 			 0
1 		   [1, 1, 2, 2, 0]   1 			 3.0 			 0
1 		   [1, 1, 2, 2, 1]   1 			 3.0 			 0
1 		   [1, 1, 2, 2, 2]   1 			 3.0 			 0
1 		   [1, 2, 0, 0, 0]   1 			 3.0 			 0
1 		   [1, 2, 0, 0, 1]   1 			 3.0 			 0
1 		   [1, 2, 0, 0, 2]   1 			 3.0 			 0
